State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
OH,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,65,3,43,,10/1/2015,6/30/2017
OH,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,1,126,0,1,,10/1/2015,6/30/2017
OH,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,127,0,1,,10/1/2015,6/30/2017
OH,Serious complications,PSI_90_SAFETY,2,124,2,Not Available,,10/1/2015,6/30/2017
OH,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,121,2,1,,10/1/2015,6/30/2017
OK,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,48,0,12,,4/1/2014,3/31/2017
OK,Death rate for heart attack patients,MORT_30_AMI,0,35,0,63,,7/1/2014,6/30/2017
OK,Death rate for CABG surgery patients,MORT_30_CABG,1,15,0,2,,7/1/2014,6/30/2017
OK,Death rate for COPD patients,MORT_30_COPD,2,82,0,33,,7/1/2014,6/30/2017
OK,Death rate for heart failure patients,MORT_30_HF,3,77,1,37,,7/1/2014,6/30/2017
OK,Death rate for pneumonia patients,MORT_30_PN,6,97,2,16,,7/1/2014,6/30/2017
OK,Death rate for stroke patients,MORT_30_STK,1,37,1,68,,7/1/2014,6/30/2017
OK,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,57,0,9,,10/1/2015,6/30/2017
OK,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,3,52,1,10,,10/1/2015,6/30/2017
OK,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,1,59,2,12,,10/1/2015,6/30/2017
OK,Blood stream infection after surgery,PSI_13_POST_SEPSIS,2,54,1,9,,10/1/2015,6/30/2017
OK,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,50,0,20,,10/1/2015,6/30/2017
OK,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,57,0,23,,10/1/2015,6/30/2017
OK,Pressure sores,PSI_3_ULCER,4,77,1,2,,10/1/2015,6/30/2017
OK,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,28,0,18,,10/1/2015,6/30/2017
OK,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,83,0,1,,10/1/2015,6/30/2017
OK,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,83,0,1,,10/1/2015,6/30/2017
OK,Serious complications,PSI_90_SAFETY,6,76,2,Not Available,,10/1/2015,6/30/2017
OK,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,62,0,12,,10/1/2015,6/30/2017
OR,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,42,0,4,,4/1/2014,3/31/2017
OR,Death rate for heart attack patients,MORT_30_AMI,0,27,0,33,,7/1/2014,6/30/2017
OR,Death rate for CABG surgery patients,MORT_30_CABG,0,12,0,2,,7/1/2014,6/30/2017
OR,Death rate for COPD patients,MORT_30_COPD,1,48,0,10,,7/1/2014,6/30/2017
OR,Death rate for heart failure patients,MORT_30_HF,3,46,1,11,,7/1/2014,6/30/2017
OR,Death rate for pneumonia patients,MORT_30_PN,3,53,1,4,,7/1/2014,6/30/2017
OR,Death rate for stroke patients,MORT_30_STK,1,41,0,15,,7/1/2014,6/30/2017
OR,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,33,0,0,,10/1/2015,6/30/2017
OR,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,30,2,0,,10/1/2015,6/30/2017
OR,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,33,0,0,,10/1/2015,6/30/2017
OR,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,33,0,0,,10/1/2015,6/30/2017
OR,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,33,0,0,,10/1/2015,6/30/2017
OR,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1,32,0,1,,10/1/2015,6/30/2017
OR,Pressure sores,PSI_3_ULCER,1,32,1,0,,10/1/2015,6/30/2017
OR,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,17,0,15,,10/1/2015,6/30/2017
OR,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,1,33,0,0,,10/1/2015,6/30/2017
OR,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,34,0,0,,10/1/2015,6/30/2017
OR,Serious complications,PSI_90_SAFETY,0,31,3,Not Available,,10/1/2015,6/30/2017
OR,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,32,0,0,,10/1/2015,6/30/2017
PA,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,126,3,19,,4/1/2014,3/31/2017
PA,Death rate for heart attack patients,MORT_30_AMI,0,116,4,41,,7/1/2014,6/30/2017
PA,Death rate for CABG surgery patients,MORT_30_CABG,0,52,1,7,,7/1/2014,6/30/2017
PA,Death rate for COPD patients,MORT_30_COPD,3,148,0,5,,7/1/2014,6/30/2017
PA,Death rate for heart failure patients,MORT_30_HF,5,141,8,9,,7/1/2014,6/30/2017
PA,Death rate for pneumonia patients,MORT_30_PN,7,147,5,4,,7/1/2014,6/30/2017
PA,Death rate for stroke patients,MORT_30_STK,1,113,1,40,,7/1/2014,6/30/2017
PA,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,2,130,1,12,,10/1/2015,6/30/2017
PA,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,3,125,5,11,,10/1/2015,6/30/2017
PA,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,9,132,1,5,,10/1/2015,6/30/2017
PA,Blood stream infection after surgery,PSI_13_POST_SEPSIS,2,128,2,13,,10/1/2015,6/30/2017
PA,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1,129,0,13,,10/1/2015,6/30/2017
PA,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,2,135,0,7,,10/1/2015,6/30/2017
PA,Pressure sores,PSI_3_ULCER,9,139,1,0,,10/1/2015,6/30/2017
PA,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,3,69,0,51,,10/1/2015,6/30/2017
PA,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,149,0,1,,10/1/2015,6/30/2017
PA,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,149,0,1,,10/1/2015,6/30/2017
PA,Serious complications,PSI_90_SAFETY,7,134,9,Not Available,,10/1/2015,6/30/2017
PA,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,141,0,5,,10/1/2015,6/30/2017
PR,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,6,0,27,,4/1/2014,3/31/2017
PR,Death rate for heart attack patients,MORT_30_AMI,0,15,0,33,,7/1/2014,6/30/2017
PR,Death rate for CABG surgery patients,MORT_30_CABG,0,1,0,8,,7/1/2014,6/30/2017
PR,Death rate for COPD patients,MORT_30_COPD,0,12,0,35,,7/1/2014,6/30/2017
PR,Death rate for heart failure patients,MORT_30_HF,0,23,0,27,,7/1/2014,6/30/2017
PR,Death rate for pneumonia patients,MORT_30_PN,4,25,0,22,,7/1/2014,6/30/2017
PR,Death rate for stroke patients,MORT_30_STK,0,7,0,39,,7/1/2014,6/30/2017
PR,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Broken hip from a fall after surgery,PSI_8_POST_HIP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
PR,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
RI,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,9,0,1,,4/1/2014,3/31/2017
RI,Death rate for heart attack patients,MORT_30_AMI,0,11,0,0,,7/1/2014,6/30/2017
RI,Death rate for CABG surgery patients,MORT_30_CABG,0,1,0,0,,7/1/2014,6/30/2017
RI,Death rate for COPD patients,MORT_30_COPD,0,10,0,0,,7/1/2014,6/30/2017
RI,Death rate for heart failure patients,MORT_30_HF,0,11,0,1,,7/1/2014,6/30/2017
RI,Death rate for pneumonia patients,MORT_30_PN,0,9,2,1,,7/1/2014,6/30/2017
RI,Death rate for stroke patients,MORT_30_STK,0,8,1,1,,7/1/2014,6/30/2017
RI,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,10,0,0,,10/1/2015,6/30/2017
RI,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,10,0,0,,10/1/2015,6/30/2017
RI,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,10,0,0,,10/1/2015,6/30/2017
RI,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,10,0,0,,10/1/2015,6/30/2017
RI,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,10,0,0,,10/1/2015,6/30/2017
RI,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,10,0,0,,10/1/2015,6/30/2017
RI,Pressure sores,PSI_3_ULCER,2,8,0,0,,10/1/2015,6/30/2017
RI,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,5,0,4,,10/1/2015,6/30/2017
RI,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,10,0,0,,10/1/2015,6/30/2017
RI,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,10,0,0,,10/1/2015,6/30/2017
RI,Serious complications,PSI_90_SAFETY,1,9,0,Not Available,,10/1/2015,6/30/2017
RI,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,10,0,0,,10/1/2015,6/30/2017
SC,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3,36,1,14,,4/1/2014,3/31/2017
SC,Death rate for heart attack patients,MORT_30_AMI,0,34,0,28,,7/1/2014,6/30/2017
SC,Death rate for CABG surgery patients,MORT_30_CABG,1,16,0,0,,7/1/2014,6/30/2017
SC,Death rate for COPD patients,MORT_30_COPD,2,53,0,8,,7/1/2014,6/30/2017
SC,Death rate for heart failure patients,MORT_30_HF,2,50,3,10,,7/1/2014,6/30/2017
SC,Death rate for pneumonia patients,MORT_30_PN,3,59,1,2,,7/1/2014,6/30/2017
SC,Death rate for stroke patients,MORT_30_STK,2,43,0,17,,7/1/2014,6/30/2017
SC,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,44,0,4,,10/1/2015,6/30/2017
SC,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,41,0,5,,10/1/2015,6/30/2017
SC,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2,47,2,1,,10/1/2015,6/30/2017
SC,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,42,1,5,,10/1/2015,6/30/2017
SC,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,46,0,5,,10/1/2015,6/30/2017
SC,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,50,0,3,,10/1/2015,6/30/2017
SC,Pressure sores,PSI_3_ULCER,6,48,0,0,,10/1/2015,6/30/2017
SC,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,28,0,19,,10/1/2015,6/30/2017
SC,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,1,53,0,0,,10/1/2015,6/30/2017
SC,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,54,0,0,,10/1/2015,6/30/2017
SC,Serious complications,PSI_90_SAFETY,4,48,2,Not Available,,10/1/2015,6/30/2017
SC,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,51,0,1,,10/1/2015,6/30/2017
SD,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,16,0,4,,4/1/2014,3/31/2017
SD,Death rate for heart attack patients,MORT_30_AMI,0,9,0,36,,7/1/2014,6/30/2017
SD,Death rate for CABG surgery patients,MORT_30_CABG,0,2,1,0,,7/1/2014,6/30/2017
SD,Death rate for COPD patients,MORT_30_COPD,0,21,0,33,,7/1/2014,6/30/2017
SD,Death rate for heart failure patients,MORT_30_HF,0,21,0,35,,7/1/2014,6/30/2017
SD,Death rate for pneumonia patients,MORT_30_PN,0,48,0,9,,7/1/2014,6/30/2017
SD,Death rate for stroke patients,MORT_30_STK,0,12,0,34,,7/1/2014,6/30/2017
SD,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,14,0,2,,10/1/2015,6/30/2017
SD,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,14,0,2,,10/1/2015,6/30/2017
SD,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,15,0,1,,10/1/2015,6/30/2017
SD,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,14,0,2,,10/1/2015,6/30/2017
SD,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,13,0,3,,10/1/2015,6/30/2017
SD,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,15,0,1,,10/1/2015,6/30/2017
SD,Pressure sores,PSI_3_ULCER,1,16,0,1,,10/1/2015,6/30/2017
SD,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,5,0,8,,10/1/2015,6/30/2017
SD,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,17,0,2,,10/1/2015,6/30/2017
SD,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,17,0,2,,10/1/2015,6/30/2017
SD,Serious complications,PSI_90_SAFETY,0,19,0,Not Available,,10/1/2015,6/30/2017
SD,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,15,0,1,,10/1/2015,6/30/2017
TN,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,52,1,16,,4/1/2014,3/31/2017
TN,Death rate for heart attack patients,MORT_30_AMI,2,52,1,51,,7/1/2014,6/30/2017
TN,Death rate for CABG surgery patients,MORT_30_CABG,2,19,0,1,,7/1/2014,6/30/2017
TN,Death rate for COPD patients,MORT_30_COPD,5,92,0,11,,7/1/2014,6/30/2017
TN,Death rate for heart failure patients,MORT_30_HF,4,92,1,15,,7/1/2014,6/30/2017
TN,Death rate for pneumonia patients,MORT_30_PN,14,88,2,9,,7/1/2014,6/30/2017
TN,Death rate for stroke patients,MORT_30_STK,5,56,1,39,,7/1/2014,6/30/2017
TN,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,3,63,0,9,,10/1/2015,6/30/2017
TN,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,9,54,2,9,,10/1/2015,6/30/2017
TN,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2,71,3,4,,10/1/2015,6/30/2017
TN,Blood stream infection after surgery,PSI_13_POST_SEPSIS,2,65,0,7,,10/1/2015,6/30/2017
TN,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,68,0,10,,10/1/2015,6/30/2017
TN,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1,76,0,8,,10/1/2015,6/30/2017
TN,Pressure sores,PSI_3_ULCER,8,79,1,0,,10/1/2015,6/30/2017
TN,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,2,42,0,27,,10/1/2015,6/30/2017
TN,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,88,0,0,,10/1/2015,6/30/2017
TN,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,88,0,0,,10/1/2015,6/30/2017
TN,Serious complications,PSI_90_SAFETY,6,81,1,Not Available,,10/1/2015,6/30/2017
TN,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,74,0,5,,10/1/2015,6/30/2017
TX,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3,207,4,59,,4/1/2014,3/31/2017
TX,Death rate for heart attack patients,MORT_30_AMI,5,182,0,130,,7/1/2014,6/30/2017
TX,Death rate for CABG surgery patients,MORT_30_CABG,5,100,1,21,,7/1/2014,6/30/2017
TX,Death rate for COPD patients,MORT_30_COPD,4,255,3,108,,7/1/2014,6/30/2017
TX,Death rate for heart failure patients,MORT_30_HF,2,247,15,102,,7/1/2014,6/30/2017
TX,Death rate for pneumonia patients,MORT_30_PN,6,276,27,73,,7/1/2014,6/30/2017
TX,Death rate for stroke patients,MORT_30_STK,5,178,1,145,,7/1/2014,6/30/2017
TX,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,3,223,0,27,,10/1/2015,6/30/2017
TX,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,11,209,2,31,,10/1/2015,6/30/2017
TX,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,7,245,6,13,,10/1/2015,6/30/2017
TX,Blood stream infection after surgery,PSI_13_POST_SEPSIS,3,219,1,28,,10/1/2015,6/30/2017
TX,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,221,0,43,,10/1/2015,6/30/2017
TX,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,243,0,30,,10/1/2015,6/30/2017
TX,Pressure sores,PSI_3_ULCER,8,272,4,16,,10/1/2015,6/30/2017
TX,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,3,127,3,75,,10/1/2015,6/30/2017
TX,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,2,288,0,10,,10/1/2015,6/30/2017
TX,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,289,0,11,,10/1/2015,6/30/2017
TX,Serious complications,PSI_90_SAFETY,6,288,6,Not Available,,10/1/2015,6/30/2017
TX,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,3,255,0,13,,10/1/2015,6/30/2017
UT,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,31,0,5,,4/1/2014,3/31/2017
UT,Death rate for heart attack patients,MORT_30_AMI,0,14,1,22,,7/1/2014,6/30/2017
UT,Death rate for CABG surgery patients,MORT_30_CABG,0,7,0,3,,7/1/2014,6/30/2017
UT,Death rate for COPD patients,MORT_30_COPD,1,18,0,24,,7/1/2014,6/30/2017
UT,Death rate for heart failure patients,MORT_30_HF,1,25,0,18,,7/1/2014,6/30/2017
UT,Death rate for pneumonia patients,MORT_30_PN,0,39,0,5,,7/1/2014,6/30/2017
UT,Death rate for stroke patients,MORT_30_STK,2,14,0,25,,7/1/2014,6/30/2017
UT,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,30,0,1,,10/1/2015,6/30/2017
UT,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,29,1,1,,10/1/2015,6/30/2017
UT,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,30,0,1,,10/1/2015,6/30/2017
UT,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,30,0,1,,10/1/2015,6/30/2017
UT,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,26,0,4,,10/1/2015,6/30/2017
UT,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,28,0,2,,10/1/2015,6/30/2017
UT,Pressure sores,PSI_3_ULCER,0,30,0,1,,10/1/2015,6/30/2017
UT,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,11,0,15,,10/1/2015,6/30/2017
UT,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,30,0,1,,10/1/2015,6/30/2017
UT,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,30,0,1,,10/1/2015,6/30/2017
UT,Serious complications,PSI_90_SAFETY,1,29,1,Not Available,,10/1/2015,6/30/2017
UT,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,30,0,1,,10/1/2015,6/30/2017
VA,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,58,3,9,,4/1/2014,3/31/2017
VA,Death rate for heart attack patients,MORT_30_AMI,0,67,1,14,,7/1/2014,6/30/2017
VA,Death rate for CABG surgery patients,MORT_30_CABG,0,19,2,2,,7/1/2014,6/30/2017
VA,Death rate for COPD patients,MORT_30_COPD,1,76,2,2,,7/1/2014,6/30/2017
VA,Death rate for heart failure patients,MORT_30_HF,1,74,7,2,,7/1/2014,6/30/2017
VA,Death rate for pneumonia patients,MORT_30_PN,8,70,3,3,,7/1/2014,6/30/2017
VA,Death rate for stroke patients,MORT_30_STK,1,66,1,12,,7/1/2014,6/30/2017
VA,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,3,60,0,6,,10/1/2015,6/30/2017
VA,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,56,1,7,,10/1/2015,6/30/2017
VA,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3,63,1,4,,10/1/2015,6/30/2017
VA,Blood stream infection after surgery,PSI_13_POST_SEPSIS,3,59,1,6,,10/1/2015,6/30/2017
VA,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1,63,0,6,,10/1/2015,6/30/2017
VA,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,71,0,0,,10/1/2015,6/30/2017
VA,Pressure sores,PSI_3_ULCER,3,66,3,0,,10/1/2015,6/30/2017
VA,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,2,39,0,25,,10/1/2015,6/30/2017
VA,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,72,0,0,,10/1/2015,6/30/2017
VA,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,72,0,0,,10/1/2015,6/30/2017
VA,Serious complications,PSI_90_SAFETY,5,66,1,Not Available,,10/1/2015,6/30/2017
VA,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,66,1,4,,10/1/2015,6/30/2017
VI,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/2014,3/31/2017
VI,Death rate for heart attack patients,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
VI,Death rate for CABG surgery patients,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
VI,Death rate for COPD patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
VI,Death rate for heart failure patients,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
VI,Death rate for pneumonia patients,MORT_30_PN,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
VI,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
VI,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Broken hip from a fall after surgery,PSI_8_POST_HIP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VI,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
VT,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,11,0,1,,4/1/2014,3/31/2017
VT,Death rate for heart attack patients,MORT_30_AMI,0,9,0,6,,7/1/2014,6/30/2017
VT,Death rate for CABG surgery patients,MORT_30_CABG,0,1,0,0,,7/1/2014,6/30/2017
VT,Death rate for COPD patients,MORT_30_COPD,0,13,0,1,,7/1/2014,6/30/2017
VT,Death rate for heart failure patients,MORT_30_HF,3,11,0,1,,7/1/2014,6/30/2017
VT,Death rate for pneumonia patients,MORT_30_PN,0,15,0,0,,7/1/2014,6/30/2017
VT,Death rate for stroke patients,MORT_30_STK,1,11,0,2,,7/1/2014,6/30/2017
